condition,seed,view,feature_name,feature_index,mean_abs_shap,normalized_importance,rank,source_npz,aggregation_method,status,notes
Gear_30_2,49,channel,ch3,1,0.00275322811623,0.174542413817,2,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,49,channel,ch4,2,0.00231523037448,0.146775305585,6,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,49,channel,ch6,3,0.00260957145591,0.165435220662,5,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,49,channel,ch7,4,0.00282220175009,0.178915035349,1,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,49,channel,ch8,5,0.00263043530494,0.166757895871,4,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,49,frequency,cA5,0,0.00133998101641,0.114259295164,5,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,49,frequency,cD5,1,0.00192849515081,0.16444150623,4,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,49,frequency,cD4,2,0.00249977184597,0.213153892252,3,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,49,frequency,cD3,3,0.00260497423112,0.222124430065,2,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,49,frequency,cD2,4,0.00335432267434,0.286020876288,1,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,channel,ch2,0,0.0025414379571,0.176711025617,2,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,channel,ch3,1,0.00214307444295,0.149012051123,6,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,channel,ch4,2,0.00260386506991,0.181051701769,1,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,channel,ch6,3,0.00234791638626,0.163255101909,5,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,channel,ch7,4,0.00235616184518,0.163828424385,4,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,channel,ch8,5,0.00238943104404,0.166141695198,3,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,frequency,cA5,0,0.00114720834447,0.115073472522,5,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,frequency,cD5,1,0.00138126417641,0.138551001669,4,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,frequency,cD4,2,0.00184227895986,0.184794190426,3,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,frequency,cD3,3,0.00233545969933,0.234263862212,2,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,56,frequency,cD2,4,0.00326314421807,0.327317473172,1,CalculateShapValues/NoAttention/Seed_56/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,channel,ch2,0,0.00243267847537,0.16925268619,3,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,channel,ch3,1,0.00223700608026,0.155638853199,6,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,channel,ch4,2,0.00253965933046,0.17669583878,1,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,channel,ch6,3,0.00229982581161,0.160009512283,5,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,channel,ch7,4,0.00235320738184,0.163723514872,4,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,channel,ch8,5,0.00251067973938,0.174679594676,2,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,frequency,cA5,0,0.00123665545994,0.120020613405,5,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,frequency,cD5,1,0.00157407580787,0.152768131566,4,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,frequency,cD4,2,0.00185972917864,0.180491530598,3,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,frequency,cD3,3,0.00240051851684,0.232976535675,2,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,56,frequency,cD2,4,0.00323271325139,0.313743188756,1,CalculateShapValues/NoAttention/Seed_56/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,channel,ch2,0,0.0030977281938,0.162463819109,4,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,channel,ch3,1,0.00288891005818,0.151512118479,6,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,channel,ch4,2,0.00353113533534,0.185194341298,1,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,channel,ch6,3,0.00299946432679,0.157310260722,5,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,channel,ch7,4,0.00312451203741,0.163868527738,3,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,channel,ch8,5,0.00342543812015,0.179650932653,2,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,frequency,cA5,0,0.00138047618972,0.0948094914006,5,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,frequency,cD5,1,0.00224112134164,0.153917594632,4,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,frequency,cD4,2,0.00394989710239,0.271274316899,2,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,frequency,cD3,3,0.00298512670669,0.205015013613,3,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,56,frequency,cD2,4,0.00400390597942,0.274983583456,1,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,channel,ch2,0,0.00244543513818,0.165526266264,4,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,channel,ch3,1,0.00223730702924,0.15143852039,6,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,channel,ch4,2,0.00276108495329,0.186891926111,1,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,channel,ch6,3,0.00228376776883,0.154583348331,5,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,channel,ch7,4,0.00249359415378,0.168786046871,3,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,channel,ch8,5,0.00255250937555,0.172773892033,2,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,frequency,cA5,0,0.00117354680993,0.105115055372,5,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,frequency,cD5,1,0.00179612428829,0.160879568178,4,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,frequency,cD4,2,0.00239744090283,0.21473973694,3,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,frequency,cD3,3,0.00257696300835,0.230819603464,2,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,56,frequency,cD2,4,0.00322032770893,0.288446036047,1,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,channel,ch2,0,0.00263574087575,0.173347593495,2,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,channel,ch3,1,0.00271388813107,0.178487187744,1,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,channel,ch4,2,0.00242737899822,0.159644034705,5,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,channel,ch6,3,0.00244376815865,0.160721918174,4,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,channel,ch7,4,0.00235996446039,0.155210310583,6,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,channel,ch8,5,0.00262420582261,0.172588955299,3,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,frequency,cA5,0,0.00127770462019,0.117535650605,5,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,frequency,cD5,1,0.00154243879052,0.141888464593,4,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,frequency,cD4,2,0.00207965210578,0.191306550373,3,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,frequency,cD3,3,0.00249468061533,0.22948489388,2,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,63,frequency,cD2,4,0.00347630744418,0.319784440549,1,CalculateShapValues/NoAttention/Seed_63/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,channel,ch2,0,0.00253504465563,0.169333875144,3,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,channel,ch3,1,0.00274746880105,0.183523212455,1,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,channel,ch4,2,0.00236699569702,0.158108675891,5,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,channel,ch6,3,0.00239113726717,0.159721265088,4,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,channel,ch7,4,0.00233330548404,0.155858264126,6,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,channel,ch8,5,0.00259673634913,0.173454707296,2,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,frequency,cA5,0,0.00121552985871,0.11247036499,5,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,frequency,cD5,1,0.00158067940674,0.146256867764,4,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,frequency,cD4,2,0.00201841668133,0.186759756845,3,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,frequency,cD3,3,0.00256486239724,0.237321204329,2,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,63,frequency,cD2,4,0.00342806846278,0.317191806072,1,CalculateShapValues/NoAttention/Seed_63/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,channel,ch2,0,0.00271190640653,0.167936343928,3,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,channel,ch3,1,0.0030171639415,0.186839590093,1,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,channel,ch4,2,0.00259740650142,0.160845872296,4,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,channel,ch6,3,0.00237376457478,0.146996719014,6,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,channel,ch7,4,0.00247843712271,0.153478625973,5,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
